source,title,description,url,date,collected_at
"Banque Mondiale","Technical Support and Project Management Consultant","Ukraine","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00457299","September 1, 2026","2026-09-02T13:05:53.299Z"
"Banque Mondiale","Recrutement d'un Partenaire facilitateur pour les Activités Génératrices de Recettes (AGR) dans les Provinces de KWANGO, KWILU et MAINDOMBE dans le cadre de la mise en œuvre du Projet de Stabilisation","Congo, Democratic Republic of","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00459044","September 1, 2026","2026-09-02T13:05:53.299Z"
"Banque Mondiale","Recrutement d'un (1) Comptable dédié à l'OGPNRF au compte du PEAG","Guinea","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00459352","September 1, 2026","2026-09-02T13:05:53.300Z"
"Banque Mondiale","Transfo distribution - Fourniture de transformateurs, cellules et batteries de compensation aux postes de distribution HTA;","Central African Republic","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00459524","September 1, 2026","2026-09-02T13:05:53.300Z"
"Banque Mondiale","Serviço de Consultoria para Capacitação e Certificação para os Juízes e Administradores de Insolvência","Angola","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00460935","September 1, 2026","2026-09-02T13:05:53.301Z"
"Banque Mondiale","Supervision of Construction Works for Badiauri–Chalaubani (Lot 4) and Chalaubani–Bakurtsikhe (Lot 5) Road Sections of the Tbilisi–Bakurtsikhe–Lagodekhi (Kakheti) Highway;","Georgia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00461233","September 1, 2026","2026-09-02T13:05:53.301Z"
"Banque Mondiale","Consultancy for the Development of a Government of St. Lucia (GOSL) Secure Wallet with Digital Payment and Integration Solutions","Caribbean","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00464743","September 1, 2026","2026-09-02T13:05:53.302Z"
"Banque Mondiale","Supervision des travaux de construction de la tour de contrôle aérienne à l’aéroport international du Cap-Haïtien","Haiti","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465041","September 1, 2026","2026-09-02T13:05:53.302Z"
"Banque Mondiale","Travaux de captage de l'eau dans le Lac Tanganyika et construction d'une usine de traitement d'eau: conception, approvisionnement, installation et mise en service","Burundi","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465622","September 1, 2026","2026-09-02T13:05:53.303Z"
"Banque Mondiale","Fourniture de conduites pour les branchements promotionnels.","Madagascar","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465933","September 1, 2026","2026-09-02T13:05:53.303Z"
"Banque Mondiale","TRAVAUX DE REALISATION DES OUVRAGES DE DRAINAGE PHASE 3 (COLLECTEURS, CANIVEAUX, CHAUSSEES DRAINANTES) DANS LES VILLES DE MARADI, ZINDER ET DIFFA","Niger","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465984","September 1, 2026","2026-09-02T13:05:53.304Z"
"Banque Mondiale","Procurement and Installation of 23,000 Smart Meters","Sierra Leone","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465988","September 1, 2026","2026-09-02T13:05:53.304Z"
"Banque Mondiale","Water quality testing kits/equipment","Kiribati","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00466068","September 1, 2026","2026-09-02T13:05:53.305Z"
"Banque Mondiale","Land Document Verification at the Cilacap Regency Land Office FY 2026","Indonesia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00466070","September 1, 2026","2026-09-02T13:05:53.306Z"
"Banque Mondiale","IT Equipment and Office Furniture Fittings","Kiribati","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00466073","September 1, 2026","2026-09-02T13:05:53.306Z"
"Banque Mondiale","Hiring Non Consulting Services for Printing","Pakistan","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00466074","September 1, 2026","2026-09-02T13:05:53.306Z"
"Banque Mondiale","Construction of Motta Multipurpose Production Union warehouse at Keraniew E/ Gojame zone","Eastern and Southern Africa","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00466077","September 1, 2026","2026-09-02T13:05:53.307Z"
"Banque Mondiale","Procurement of hygiene kits","Afghanistan","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00466081","September 1, 2026","2026-09-02T13:05:53.307Z"
"Banque Mondiale","Construction of Edeget Seed Production Union warehouse at Burie W/ Gojame zone","Eastern and Southern Africa","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00466082","September 1, 2026","2026-09-02T13:05:53.308Z"
"Banque Mondiale","Construction of Edeget Seed Production Union warehouse at Burie W/ Gojame zone","Eastern and Southern Africa","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00466083","September 1, 2026","2026-09-02T13:05:53.309Z"
"BAD - Banque Africaine de Développement","P-Z1-DB0-202","MULTINATIONAL NACALA ROAD CORRIDOR DEVELOPMENT PROJECT PHASE V - MALAWI","https://www.afdb.org/en/projects-and-operations/p-z1-db0-202","19-Jun-2019","2026-09-02T13:06:09.018Z"
"BAD - Banque Africaine de Développement","P-LS-E00-007","CLIMATE CHANGE ADAPTATION FOR SUSTAINABLE RURAL WATER SUPPLY IN LOWLANDS LESOTHO","https://www.afdb.org/en/projects-and-operations/p-ls-e00-007","30-May-2019","2026-09-02T13:06:09.019Z"
"BAD - Banque Africaine de Développement","P-GA-E00-001","PROGRAMME INTÉGRÉ D'ALIMENTATION EN EAU POTABLE ET ASSAINISSEMENT DE LIBREVILLE SOUS-PROGRAMME 1","https://www.afdb.org/en/projects-and-operations/p-ga-e00-001","10-Jan-2019","2026-09-02T13:06:09.019Z"
"BAD - Banque Africaine de Développement","P-DZ-KF0-003","APPUI GOUVERNANCE ENTREPRISES PUBLIQUES ET DES PARTICIPATIONS DE L'ETAT","https://www.afdb.org/en/projects-and-operations/p-dz-kf0-003","18-Dec-2018","2026-09-02T13:06:09.020Z"
"BAD - Banque Africaine de Développement","P-UG-EB0-007","PREPARATION OF FEASIBILITY STUDIES AND DETAILED DESIGNS FOR FAECAL SLUDGE SERVICE CHAIN MANAGEMENT","https://www.afdb.org/en/projects-and-operations/p-ug-eb0-007","18-Dec-2018","2026-09-02T13:06:09.020Z"
"BAD - Banque Africaine de Développement","P-SD-AAZ-009","DAL GROUP CO LTD(FOOD AND AGRICULTURAL INVESTMENT PROGRAMME)","https://www.afdb.org/en/projects-and-operations/p-sd-aaz-009","14-Dec-2018","2026-09-02T13:06:09.021Z"
"BAD - Banque Africaine de Développement","P-LR-HAB-002","TRADE FINANCE LINE OF CREDIT INTERNATIONAL BANK LIBERIA LIMITED","https://www.afdb.org/en/projects-and-operations/p-lr-hab-002","14-Dec-2018","2026-09-02T13:06:09.021Z"
"BAD - Banque Africaine de Développement","P-LR-HAB-001","TRADE FINANCE LINE OF CREDIT LIBERIAN BANK FOR DEVELOPMENT AND INVESTMENT","https://www.afdb.org/en/projects-and-operations/p-lr-hab-001","14-Dec-2018","2026-09-02T13:06:09.021Z"
"BAD - Banque Africaine de Développement","P-Z1-FA0-162","SUPPLEMENTARY FINANCING : ETHIOPIA - KENYA ELECTRICITY HIGHWAY (KENYA)","https://www.afdb.org/en/projects-and-operations/p-z1-fa0-162","14-Dec-2018","2026-09-02T13:06:09.022Z"
"BAD - Banque Africaine de Développement","P-Z1-F00-077","NELSAP BURUNDI – RWANDA INTERCONNECTION","https://www.afdb.org/en/projects-and-operations/p-z1-f00-077","14-Dec-2018","2026-09-02T13:06:09.022Z"
"BAD - Banque Africaine de Développement","P-Z1-DD0-022","STUDIES AND PPP STRUCTURING FOR THE CONSTRUCTION OF SÃO TOMÉ DEEP SEA TRANSSHIPMENT PORT","https://www.afdb.org/en/projects-and-operations/p-z1-dd0-022","14-Dec-2018","2026-09-02T13:06:09.023Z"
"BAD - Banque Africaine de Développement","P-Z1-DD0-021","FEASIBILITY STUDY OF A DEEP SEA PORT IN THE NORTH-WEST REGION OF THE REPUBLIC OF GUINEA","https://www.afdb.org/en/projects-and-operations/p-z1-dd0-021","14-Dec-2018","2026-09-02T13:06:09.024Z"
"BAD - Banque Africaine de Développement","P-Z1-DD0-020","FEASIBILITY STUDY OF THE DEEP SEA PORT IN GUINEA-BISSAU","https://www.afdb.org/en/projects-and-operations/p-z1-dd0-020","14-Dec-2018","2026-09-02T13:06:09.024Z"
"BAD - Banque Africaine de Développement","P-RW-E00-012","RWANDA SUSTAINABLE WATER SUPPLY AND SANITATION PROGRAM ADDITIONAL FINANCING","https://www.afdb.org/en/projects-and-operations/p-rw-e00-012","14-Dec-2018","2026-09-02T13:06:09.025Z"
"BAD - Banque Africaine de Développement","P-NG-KA0-004","NIGERIA - AFRICAN TRADE INSURANCE (ATI) COUNTRY MEMBERSHIP PROGRAMME","https://www.afdb.org/en/projects-and-operations/p-ng-ka0-004","14-Dec-2018","2026-09-02T13:06:09.025Z"
"BAD - Banque Africaine de Développement","P-NG-IA0-006","ADDITIONAL LOAN TO IBSDLIEP FOR THE COMPLETION OF FSTC LASSA BORNO STATE","https://www.afdb.org/en/projects-and-operations/p-ng-ia0-006","14-Dec-2018","2026-09-02T13:06:09.026Z"
"BAD - Banque Africaine de Développement","P-NG-AZ0-001","SAY NO TO FAMINE FOR NIGERIA","https://www.afdb.org/en/projects-and-operations/p-ng-az0-001","14-Dec-2018","2026-09-02T13:06:09.027Z"
"BAD - Banque Africaine de Développement","P-GA-DD0-002","GSEZ PORT PROJECT","https://www.afdb.org/en/projects-and-operations/p-ga-dd0-002","14-Dec-2018","2026-09-02T13:06:09.027Z"
"BAD - Banque Africaine de Développement","P-BF-FA0-010","PROGRAMME DESERT TO POWER - PROJET YELEEN D'ELECTRIFICATION RURALE","https://www.afdb.org/en/projects-and-operations/p-bf-fa0-010","14-Dec-2018","2026-09-02T13:06:09.028Z"
"BAD - Banque Africaine de Développement","P-TD-AA0-024","PROJET RENFORCEMENT DE LA RÉSILIENCE POUR LA SÉCURITÉ ALIMENTAIRE P2RS - GEF","https://www.afdb.org/en/projects-and-operations/p-td-aa0-024","14-Dec-2018","2026-09-02T13:06:09.028Z"
"Union Européenne","Latest news","Sustainable and trusted connections that work for people and the planet","https://ec.europa.eu/international-partnerships/funding-and-tenders_en","","2026-09-02T13:06:14.170Z"
"PNUD Sénégal","M. Njoya Tikum, Représentant Résident du PNUD au Sénégal, présente ses lettres d'accréditation à S.E. Mme Aissata Tall Sall, Ministre des Affaires Etrangères et des Sénégalais de l'Extérieur","","https://www.sn.undp.org/fr/senegal/actualites/m-njoya-tikum-representant-resident-du-pnud-au-senegal-presente-ses-lettres-daccreditation-se-mme-aissata-tall-sall-ministre-des","","2026-09-02T13:06:49.533Z"
"PNUD Sénégal","PNUD Sénégal | Rapport Annuel 2025","Ce rapport illustre les résultats obtenus dans nos principaux domaines d’intervention : la gouvernance démocratique, la transition écologique, l’autonomisation économique, la réduction de la pauvreté et le renforcement des capacités institutionnelles. Il témoigne aussi de notre intention de continuer à innover, à apprendre des expériences du terrain et à adapter notre approche pour répondre aux besoins émergents.","https://www.undp.org/fr/senegal/publications/rapport-annuel-senegal-2025","","2026-09-02T13:06:49.535Z"
"PNUD Sénégal","1,6 Millions","","https://www.sn.undp.org/","","2026-09-02T13:06:49.537Z"
"GIZ Sénégal","Information about our data","The current data version is dated December 31, 2025. The data is usually available in German and English. The project portal is divided into various levels that structure the different data and content: a supraregional level with information about all GIZ projects along with a continent and a country level. In addition, you can find individual project pages with detailed information about the projects.","https://www.govdata.de/dl-de/by-2-0","","2026-09-02T13:06:54.340Z"
"USAID","Notice to Potential Bidders for Open solicitations for products and services for the U.S. Mission in Senegal:","","https://sn.usembassy.gov/author/missionsn/","","2026-09-02T13:07:09.035Z"
"USAID","U.S. Embassy in Senegal","","https://sn.usembassy.gov/","","2026-09-02T13:07:09.036Z"
