source,title,description,url,date,collected_at
"ADEPME","Rapport de Durabilité","","https://adepme.sn/rapport-de-durabilite/","26.05.2026","2026-08-19T14:05:19.105Z"
"ADEPME","Rapport de Durabilité","","https://www.adepme.sn/","26.05.2026","2026-08-19T14:05:19.105Z"
"ADEPME","AVIS À MANIFESTATION D...","","https://adepme.sn/avis-a-manifestation-dinteret-renouvellement-base-de-donnees-des-fournisseurs-et-prestataires-agrees/","02.01.2026","2026-08-19T14:05:19.105Z"
"ADEPME","AVIS À MANIFESTATION D...","","https://www.adepme.sn/","02.01.2026","2026-08-19T14:05:19.105Z"
"ADEPME","AVIS GÉNÉRAL DE PASSAT...","","https://adepme.sn/avis-general-de-passation-des-marches/","","2026-08-19T14:05:19.105Z"
"ADEPME","AVIS GÉNÉRAL DE PASSAT...","","https://www.adepme.sn/","","2026-08-19T14:05:19.105Z"
"ADEPME","𝐀𝐩𝐩𝐞𝐥 𝐚̀ 𝐦𝐚𝐧𝐢𝐟𝐞𝐬𝐭𝐚𝐭𝐢𝐨𝐧...","","https://adepme.sn/%f0%9d%90%80%f0%9d%90%a9%f0%9d%90%a9%f0%9d%90%9e%f0%9d%90%a5-%f0%9d%90%9a-%f0%9d%90%a6%f0%9d%90%9a%f0%9d%90%a7%f0%9d%90%a2%f0%9d%90%9f%f0%9d%90%9e%f0%9d%90%ac%f0%9d%90%ad%f0%9d%90%9a%f0%9d%90%ad/","19.11.2025","2026-08-19T14:05:19.105Z"
"ADEPME","𝐀𝐩𝐩𝐞𝐥 𝐚̀ 𝐦𝐚𝐧𝐢𝐟𝐞𝐬𝐭𝐚𝐭𝐢𝐨𝐧...","","https://www.adepme.sn/","19.11.2025","2026-08-19T14:05:19.106Z"
"ADEPME","𝗢𝗽𝗽𝗼𝗿𝘁𝘂𝗻𝗶𝘁𝗲́𝘀 𝗮̀ 𝘀𝗮𝗶𝘀𝗶𝗿","","https://adepme.sn/%f0%9d%97%a2%f0%9d%97%bd%f0%9d%97%bd%f0%9d%97%bc%f0%9d%97%bf%f0%9d%98%81%f0%9d%98%82%f0%9d%97%bb%f0%9d%97%b6%f0%9d%98%81%f0%9d%97%b2%f0%9d%98%80-%f0%9d%97%ae-%f0%9d%98%80%f0%9d%97%ae/","08.05.2025","2026-08-19T14:05:19.106Z"
"ADEPME","𝗢𝗽𝗽𝗼𝗿𝘁𝘂𝗻𝗶𝘁𝗲́𝘀 𝗮̀ 𝘀𝗮𝗶𝘀𝗶𝗿","","https://www.adepme.sn/","08.05.2025","2026-08-19T14:05:19.106Z"
"ADEPME","Lancement du Programme...","","https://adepme.sn/lancement-du-programme-dappui-a-la-restructuration-des-entreprises-de-presse/","07.05.2025","2026-08-19T14:05:19.106Z"
"ADEPME","Lancement du Programme...","","https://www.adepme.sn/","07.05.2025","2026-08-19T14:05:19.106Z"
"ADEPME","𝐕𝐢𝐬𝐢𝐭𝐞 𝐝𝐞 𝐥𝐚 𝐝𝐞́𝐥𝐞́𝐠𝐚𝐭...","","https://adepme.sn/%f0%9d%90%95%f0%9d%90%a2%f0%9d%90%ac%f0%9d%90%a2%f0%9d%90%ad%f0%9d%90%9e-%f0%9d%90%9d%f0%9d%90%9e-%f0%9d%90%a5%f0%9d%90%9a-%f0%9d%90%9d%f0%9d%90%9e%f0%9d%90%a5%f0%9d%90%9e%f0%9d%90%a0/","30.04.2025","2026-08-19T14:05:19.106Z"
"ADEPME","𝐕𝐢𝐬𝐢𝐭𝐞 𝐝𝐞 𝐥𝐚 𝐝𝐞́𝐥𝐞́𝐠𝐚𝐭...","","https://www.adepme.sn/","30.04.2025","2026-08-19T14:05:19.107Z"
"ADEPME","𝐋’𝐀𝐃𝐄𝐏𝐌𝐄 𝐚𝐮 𝐜œ𝐮𝐫 𝐝𝐞 𝐥’...","","https://adepme.sn/%f0%9d%90%8b%f0%9d%90%80%f0%9d%90%83%f0%9d%90%84%f0%9d%90%8f%f0%9d%90%8c%f0%9d%90%84-%f0%9d%90%9a%f0%9d%90%ae-%f0%9d%90%9coe%f0%9d%90%ae%f0%9d%90%ab-%f0%9d%90%9d%f0%9d%90%9e-%f0%9d%90%a5/","23.04.2025","2026-08-19T14:05:19.107Z"
"ADEPME","𝐋’𝐀𝐃𝐄𝐏𝐌𝐄 𝐚𝐮 𝐜œ𝐮𝐫 𝐝𝐞 𝐥’...","","https://www.adepme.sn/","23.04.2025","2026-08-19T14:05:19.107Z"
"ADEPME","Échange inspirant avec...","","https://adepme.sn/echange-inspirant-avec-le-professeur-assane-mboup-fondateur-de-tele-ecole/","18.04.2025","2026-08-19T14:05:19.107Z"
"ADEPME","Échange inspirant avec...","","https://www.adepme.sn/","18.04.2025","2026-08-19T14:05:19.107Z"
"ADEPME","𝐑𝐞𝐭𝐨𝐮𝐫 𝐞𝐧 𝐢𝐦𝐚𝐠𝐞𝐬 𝐬𝐮𝐫 𝐥...","","https://adepme.sn/%f0%9d%90%91%f0%9d%90%9e%f0%9d%90%ad%f0%9d%90%a8%f0%9d%90%ae%f0%9d%90%ab-%f0%9d%90%9e%f0%9d%90%a7-%f0%9d%90%a2%f0%9d%90%a6%f0%9d%90%9a%f0%9d%90%a0%f0%9d%90%9e%f0%9d%90%ac-%f0%9d%90%ac%f0%9d%90%ae-2/","","2026-08-19T14:05:19.107Z"
"ADEPME","𝐑𝐞𝐭𝐨𝐮𝐫 𝐞𝐧 𝐢𝐦𝐚𝐠𝐞𝐬 𝐬𝐮𝐫 𝐥...","","https://www.adepme.sn/","","2026-08-19T14:05:19.108Z"
"ADEPME","Comment travaillons-nous","","https://www.adepme.sn/#carouselExampleControls","Comment travaillons-nous","2026-08-19T14:05:19.108Z"
"ADEPME","Comment travaillons-nous","","https://www.adepme.sn/#carouselExampleControls","Comment travaillons-nous","2026-08-19T14:05:19.108Z"
"ADEPME","Comment travaillons-nous","","https://www.adepme.sn/","Comment travaillons-nous","2026-08-19T14:05:19.108Z"
"ADEPME","Nous répondons à vos questions et demandes de renseignements","Contactez-nous","https://www.adepme.sn/","Contactez-nous","2026-08-19T14:05:19.110Z"
"ADEPME","Nous répondons à vos questions et demandes de renseignements","Contactez-nous","https://www.adepme.sn/","Contactez-nous","2026-08-19T14:05:19.110Z"
"ADEPME","Nous répondons à vos questions et demandes de renseignements","Contactez-nous","https://www.adepme.sn/","Contactez-nous","2026-08-19T14:05:19.110Z"
"ADEPME","Nous répondons à vos questions et demandes de renseignements","Contactez-nous","https://www.adepme.sn/","Contactez-nous","2026-08-19T14:05:19.110Z"
"ADEPME","Services","L’ADEPME est le bras opérationnel
de l’Etat pour fournir des services
non financiers aux PME","https://adepme.sn","","2026-08-19T14:05:19.111Z"
"ADEPME","Services","L’ADEPME est le bras opérationnel
de l’Etat pour fournir des services
non financiers aux PME","https://adepme.sn","","2026-08-19T14:05:19.112Z"
"ADEPME","Services","","https://adepme.sn/accompagnement/","","2026-08-19T14:05:19.112Z"
"ADEPME","Programmes","","https://adepme.sn/?page_id=47","","2026-08-19T14:05:19.112Z"
"ADEPME","adresse","8ème étage
Immeuble Seydi Djamil,
Avenue Cheikh Anta Diop x Rue Léo Frobénius,
Fann Résidence,
Dakar,
Sénégal","https://www.google.com/maps/place/ADEPME/@14.6988628,-17.4691354,17z/data=!3m1!4b1!4m5!3m4!1s0xec1729a1705bfbb:0x906cad5b7b4a221a!8m2!3d14.6988628!4d-17.4691354","","2026-08-19T14:05:19.112Z"
"Banque Mondiale","Contratação de consultoria especializada para diagnóstico participativo e elaboração de subsídios ao plano de ordenamento da pesca na Flona Tefé, municípios de Tefé e Alvarães/AM, 8 meses de execução","Brazil","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00455950","August 18, 2026","2026-08-19T14:05:33.907Z"
"Banque Mondiale","Contratação de consultor individual para mapeamento e pesquisa de espécies oleaginosas nativas com potencial produtivo não madeireiro no Território do Médio Juruá, Carauari e Itamarati/AM, sete meses ","Brazil","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00455979","August 18, 2026","2026-08-19T14:05:33.907Z"
"Banque Mondiale","International Procurement Advisor","Lao People's Democratic Republic","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00457329","August 18, 2026","2026-08-19T14:05:33.907Z"
"Banque Mondiale","CONSULTING SERVICES FOR DETAILED STRUCTURAL INSPECTION AND PREPARATION OF
MAINTENANCE AND REHABILITATION REQUIREMENTS OF SPECIAL BRIDGES","Nepal","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00459222","August 18, 2026","2026-08-19T14:05:33.908Z"
"Banque Mondiale","Сonsultancy service provision by Consultant (legal entity (consulting firm)) for the ESG 
(Environmental, Social, and Corporate Governance) focused Training and Workshops (Capacity Building on O&M and","Ukraine","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00459337","August 18, 2026","2026-08-19T14:05:33.908Z"
"Banque Mondiale","Contratacao de servico de consultoria individual para apoiar a execucao das atividades de planejamento e desdobramentos para o subcomponente de Saude do Projeto Progestao Amapa","Brazil","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00460027","August 18, 2026","2026-08-19T14:05:33.908Z"
"Banque Mondiale","Travaux d'aménagement des bassins versants dans la zone d'intervention du Projet de Résilience Climatique des Collines du Burundi (PRCCB) - Phase 1","Burundi","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00462195","August 18, 2026","2026-08-19T14:05:33.908Z"
"Banque Mondiale","Travaux d'aménagement des bassins versants de la zone d'intervention du Projet de Résilience Climatique des Collines du Burundi (PRCCB) - Phase 1","Burundi","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00462196","August 18, 2026","2026-08-19T14:05:33.908Z"
"Banque Mondiale","Procurement Specialist 1","Pacific 1","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00462443","August 18, 2026","2026-08-19T14:05:33.908Z"
"Banque Mondiale","Legal Compliance and Documentation Consultancy Services for Indonesia Health Systems Strengthening (IHSS) Project","Indonesia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00462471","August 18, 2026","2026-08-19T14:05:33.909Z"
"Banque Mondiale","Mauritania Contingent Emergency Response Project (CERP)","Mauritania","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00462550","August 18, 2026","2026-08-19T14:05:33.909Z"
"Banque Mondiale","Burkina Faso Agricultural Transformation Project","Burkina Faso","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00462854","August 18, 2026","2026-08-19T14:05:33.909Z"
"Banque Mondiale","Hiring of Procurement Consultant (Individual Consultant)","Pakistan","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00462906","August 18, 2026","2026-08-19T14:05:33.909Z"
"Banque Mondiale","Land Document Verification at the Depok City Land Office FY 2025","Indonesia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00463002","August 18, 2026","2026-08-19T14:05:33.909Z"
"Banque Mondiale","Supply and delivery of artificial insemination kits","Eastern and Southern Africa","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00463003","August 18, 2026","2026-08-19T14:05:33.909Z"
"Banque Mondiale","Package 12-Construction of additional 5 Nos. of classrooms in 2 secondary schools each and 7 Nos. of classrooms in 1 No. of elementary school with labs and additional facilities under Silchar, Udharbo","India","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00463004","August 18, 2026","2026-08-19T14:05:33.909Z"
"Banque Mondiale","Analista Funcional 7","Peru","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00463005","August 18, 2026","2026-08-19T14:05:33.910Z"
"Banque Mondiale","Package 13-Construction of additional 5 Nos. of classrooms with labs and additional facilities for 3 Nos. of secondary schools each under Morigaon District Territorial Building Division, Morigaon","India","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00463006","August 18, 2026","2026-08-19T14:05:33.910Z"
"Banque Mondiale","Especialista Técnico","Peru","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00463008","August 18, 2026","2026-08-19T14:05:33.910Z"
"Banque Mondiale","Analista Funcional 6","Peru","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00463009","August 18, 2026","2026-08-19T14:05:33.910Z"
"BAD - Banque Africaine de Développement","P-Z1-DB0-202","MULTINATIONAL NACALA ROAD CORRIDOR DEVELOPMENT PROJECT PHASE V - MALAWI","https://www.afdb.org/en/projects-and-operations/p-z1-db0-202","19-Jun-2019","2026-08-19T14:05:48.269Z"
"BAD - Banque Africaine de Développement","P-LS-E00-007","CLIMATE CHANGE ADAPTATION FOR SUSTAINABLE RURAL WATER SUPPLY IN LOWLANDS LESOTHO","https://www.afdb.org/en/projects-and-operations/p-ls-e00-007","30-May-2019","2026-08-19T14:05:48.269Z"
"BAD - Banque Africaine de Développement","P-GA-E00-001","PROGRAMME INTÉGRÉ D'ALIMENTATION EN EAU POTABLE ET ASSAINISSEMENT DE LIBREVILLE SOUS-PROGRAMME 1","https://www.afdb.org/en/projects-and-operations/p-ga-e00-001","10-Jan-2019","2026-08-19T14:05:48.269Z"
"BAD - Banque Africaine de Développement","P-DZ-KF0-003","APPUI GOUVERNANCE ENTREPRISES PUBLIQUES ET DES PARTICIPATIONS DE L'ETAT","https://www.afdb.org/en/projects-and-operations/p-dz-kf0-003","18-Dec-2018","2026-08-19T14:05:48.269Z"
"BAD - Banque Africaine de Développement","P-UG-EB0-007","PREPARATION OF FEASIBILITY STUDIES AND DETAILED DESIGNS FOR FAECAL SLUDGE SERVICE CHAIN MANAGEMENT","https://www.afdb.org/en/projects-and-operations/p-ug-eb0-007","18-Dec-2018","2026-08-19T14:05:48.269Z"
"BAD - Banque Africaine de Développement","P-SD-AAZ-009","DAL GROUP CO LTD(FOOD AND AGRICULTURAL INVESTMENT PROGRAMME)","https://www.afdb.org/en/projects-and-operations/p-sd-aaz-009","14-Dec-2018","2026-08-19T14:05:48.270Z"
"BAD - Banque Africaine de Développement","P-LR-HAB-002","TRADE FINANCE LINE OF CREDIT INTERNATIONAL BANK LIBERIA LIMITED","https://www.afdb.org/en/projects-and-operations/p-lr-hab-002","14-Dec-2018","2026-08-19T14:05:48.270Z"
"BAD - Banque Africaine de Développement","P-LR-HAB-001","TRADE FINANCE LINE OF CREDIT LIBERIAN BANK FOR DEVELOPMENT AND INVESTMENT","https://www.afdb.org/en/projects-and-operations/p-lr-hab-001","14-Dec-2018","2026-08-19T14:05:48.270Z"
"BAD - Banque Africaine de Développement","P-Z1-FA0-162","SUPPLEMENTARY FINANCING : ETHIOPIA - KENYA ELECTRICITY HIGHWAY (KENYA)","https://www.afdb.org/en/projects-and-operations/p-z1-fa0-162","14-Dec-2018","2026-08-19T14:05:48.270Z"
"BAD - Banque Africaine de Développement","P-Z1-F00-077","NELSAP BURUNDI – RWANDA INTERCONNECTION","https://www.afdb.org/en/projects-and-operations/p-z1-f00-077","14-Dec-2018","2026-08-19T14:05:48.270Z"
"BAD - Banque Africaine de Développement","P-Z1-DD0-022","STUDIES AND PPP STRUCTURING FOR THE CONSTRUCTION OF SÃO TOMÉ DEEP SEA TRANSSHIPMENT PORT","https://www.afdb.org/en/projects-and-operations/p-z1-dd0-022","14-Dec-2018","2026-08-19T14:05:48.271Z"
"BAD - Banque Africaine de Développement","P-Z1-DD0-021","FEASIBILITY STUDY OF A DEEP SEA PORT IN THE NORTH-WEST REGION OF THE REPUBLIC OF GUINEA","https://www.afdb.org/en/projects-and-operations/p-z1-dd0-021","14-Dec-2018","2026-08-19T14:05:48.271Z"
"BAD - Banque Africaine de Développement","P-Z1-DD0-020","FEASIBILITY STUDY OF THE DEEP SEA PORT IN GUINEA-BISSAU","https://www.afdb.org/en/projects-and-operations/p-z1-dd0-020","14-Dec-2018","2026-08-19T14:05:48.271Z"
"BAD - Banque Africaine de Développement","P-RW-E00-012","RWANDA SUSTAINABLE WATER SUPPLY AND SANITATION PROGRAM ADDITIONAL FINANCING","https://www.afdb.org/en/projects-and-operations/p-rw-e00-012","14-Dec-2018","2026-08-19T14:05:48.271Z"
"BAD - Banque Africaine de Développement","P-NG-KA0-004","NIGERIA - AFRICAN TRADE INSURANCE (ATI) COUNTRY MEMBERSHIP PROGRAMME","https://www.afdb.org/en/projects-and-operations/p-ng-ka0-004","14-Dec-2018","2026-08-19T14:05:48.271Z"
"BAD - Banque Africaine de Développement","P-NG-IA0-006","ADDITIONAL LOAN TO IBSDLIEP FOR THE COMPLETION OF FSTC LASSA BORNO STATE","https://www.afdb.org/en/projects-and-operations/p-ng-ia0-006","14-Dec-2018","2026-08-19T14:05:48.272Z"
"BAD - Banque Africaine de Développement","P-NG-AZ0-001","SAY NO TO FAMINE FOR NIGERIA","https://www.afdb.org/en/projects-and-operations/p-ng-az0-001","14-Dec-2018","2026-08-19T14:05:48.272Z"
"BAD - Banque Africaine de Développement","P-GA-DD0-002","GSEZ PORT PROJECT","https://www.afdb.org/en/projects-and-operations/p-ga-dd0-002","14-Dec-2018","2026-08-19T14:05:48.272Z"
"BAD - Banque Africaine de Développement","P-BF-FA0-010","PROGRAMME DESERT TO POWER - PROJET YELEEN D'ELECTRIFICATION RURALE","https://www.afdb.org/en/projects-and-operations/p-bf-fa0-010","14-Dec-2018","2026-08-19T14:05:48.272Z"
"BAD - Banque Africaine de Développement","P-TD-AA0-024","PROJET RENFORCEMENT DE LA RÉSILIENCE POUR LA SÉCURITÉ ALIMENTAIRE P2RS - GEF","https://www.afdb.org/en/projects-and-operations/p-td-aa0-024","14-Dec-2018","2026-08-19T14:05:48.272Z"
"Union Européenne","Latest news","Sustainable and trusted connections that work for people and the planet","https://ec.europa.eu/international-partnerships/funding-and-tenders_en","","2026-08-19T14:05:53.934Z"
"PNUD Sénégal","M. Njoya Tikum, Représentant Résident du PNUD au Sénégal, présente ses lettres d'accréditation à S.E. Mme Aissata Tall Sall, Ministre des Affaires Etrangères et des Sénégalais de l'Extérieur","","https://www.sn.undp.org/fr/senegal/actualites/m-njoya-tikum-representant-resident-du-pnud-au-senegal-presente-ses-lettres-daccreditation-se-mme-aissata-tall-sall-ministre-des","","2026-08-19T14:06:12.327Z"
"PNUD Sénégal","M. Njoya Tikum, Représentant Résident du PNUD au Sénégal, présente ses lettres d'accréditation à S.E. Mme Aissata Tall Sall, Ministre des Affaires Etrangères et des Sénégalais de l'Extérieur","","https://www.sn.undp.org/fr/senegal/actualites/m-njoya-tikum-representant-resident-du-pnud-au-senegal-presente-ses-lettres-daccreditation-se-mme-aissata-tall-sall-ministre-des","","2026-08-19T14:06:12.327Z"
"PNUD Sénégal","M. Njoya Tikum, Représentant Résident du PNUD au Sénégal, présente ses lettres d'accréditation à S.E. Mme Aissata Tall Sall, Ministre des Affaires Etrangères et des Sénégalais de l'Extérieur","","https://www.sn.undp.org/fr/senegal/actualites/m-njoya-tikum-representant-resident-du-pnud-au-senegal-presente-ses-lettres-daccreditation-se-mme-aissata-tall-sall-ministre-des","","2026-08-19T14:06:12.327Z"
"PNUD Sénégal","M. Njoya Tikum, Représentant Résident du PNUD au Sénégal, présente ses lettres d'accréditation à S.E. Mme Aissata Tall Sall, Ministre des Affaires Etrangères et des Sénégalais de l'Extérieur","","https://www.sn.undp.org/fr/senegal/actualites/m-njoya-tikum-representant-resident-du-pnud-au-senegal-presente-ses-lettres-daccreditation-se-mme-aissata-tall-sall-ministre-des","","2026-08-19T14:06:12.327Z"
"PNUD Sénégal","PNUD Sénégal | Rapport Annuel 2025","Ce rapport illustre les résultats obtenus dans nos principaux domaines d’intervention : la gouvernance démocratique, la transition écologique, l’autonomisation économique, la réduction de la pauvreté et le renforcement des capacités institutionnelles. Il témoigne aussi de notre intention de continuer à innover, à apprendre des expériences du terrain et à adapter notre approche pour répondre aux besoins émergents.","https://www.undp.org/fr/senegal/publications/rapport-annuel-senegal-2025","","2026-08-19T14:06:12.328Z"
"PNUD Sénégal","PNUD Sénégal | Rapport Annuel 2025","Ce rapport illustre les résultats obtenus dans nos principaux domaines d’intervention : la gouvernance démocratique, la transition écologique, l’autonomisation économique, la réduction de la pauvreté et le renforcement des capacités institutionnelles. Il témoigne aussi de notre intention de continuer à innover, à apprendre des expériences du terrain et à adapter notre approche pour répondre aux besoins émergents.","https://www.undp.org/fr/senegal/publications/rapport-annuel-senegal-2025","","2026-08-19T14:06:12.328Z"
"PNUD Sénégal","PNUD Sénégal | Rapport Annuel 2025","Ce rapport illustre les résultats obtenus dans nos principaux domaines d’intervention : la gouvernance démocratique, la transition écologique, l’autonomisation économique, la réduction de la pauvreté et le renforcement des capacités institutionnelles. Il témoigne aussi de notre intention de continuer à innover, à apprendre des expériences du terrain et à adapter notre approche pour répondre aux besoins émergents.","https://www.undp.org/fr/senegal/publications/rapport-annuel-senegal-2025","","2026-08-19T14:06:12.328Z"
