source,title,description,url,date,collected_at
"Banque Mondiale","UCP/Recrutement d'une Firme d'Audit pour le PReGeFIP","Haiti","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00454954","August 28, 2026","2026-08-31T10:00:40.035Z"
"Banque Mondiale","ECPE Model Diversification Expert","Ukraine","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00455611","August 28, 2026","2026-08-31T10:00:40.035Z"
"Banque Mondiale","Data Analyst Expert","Ukraine","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00455613","August 28, 2026","2026-08-31T10:00:40.035Z"
"Banque Mondiale","Consultoria técnica especializada para atuação como ENGENHEIRO, conforme condições de contrato do Livro Amarelo (Yellow Book) FIDIC, Segunda Edição, 2017, para os Serviços e Obras de Engenharia do Pro","Brazil","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00459178","August 28, 2026","2026-08-31T10:00:40.036Z"
"Banque Mondiale","Transfo distribution - Fourniture de transformateurs, cellules et batteries de compensation aux postes de distribution HTA;","Central African Republic","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00459524","August 28, 2026","2026-08-31T10:00:40.036Z"
"Banque Mondiale","Procurement of 6 Tractors with Implements","Eastern and Southern Africa","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00461413","August 28, 2026","2026-08-31T10:00:40.036Z"
"Banque Mondiale","Consultancy Services for Establishment and Operationalisation of Supervisory Boards in Vocational Education Institutions","Ukraine","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00462495","August 28, 2026","2026-08-31T10:00:40.036Z"
"Banque Mondiale","Consultancy Services for undertaking Field Assessment, Detailed Engineering Design and Preparation of Procurement Documents for Rehabilitation of Railway Track and Structures (Bridge & Culverts) along","Tanzania","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00464838","August 28, 2026","2026-08-31T10:00:40.036Z"
"Banque Mondiale","Consultancy services for the system identification study, detailed designs and tender documents preparation for the SMART Corridor.","Zambia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465182","August 28, 2026","2026-08-31T10:00:40.036Z"
"Banque Mondiale","Procurement of Pick Up (Phase 2) for Upstream Waste Collection Facilities in the Purwakarta Regency, Karawang Regency, Cianjur Regency and Depok City","Indonesia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465416","August 28, 2026","2026-08-31T10:00:40.037Z"
"Banque Mondiale","Procurement of Pick Up (Phase 2) for Upstream Waste Collection Facilities in the Purwakarta Regency, Karawang Regency, Cianjur Regency and Depok City","Indonesia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465418","August 28, 2026","2026-08-31T10:00:40.037Z"
"Banque Mondiale","Consulting Service for development of solid waste regulatory framework,  waste classification, collection service performance indicators, landfill management and operation performance indicators, moni","Cambodia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465419","August 28, 2026","2026-08-31T10:00:40.037Z"
"Banque Mondiale","Supervision of the Optimization of TPST Facilities in Region I BPBPK West Java","Indonesia","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465420","August 28, 2026","2026-08-31T10:00:40.037Z"
"Banque Mondiale","Procurement of equipment related to the implementation of waste classification activities  in Gaojiazhen, Shensong Mountain Village of Shennong Town, and the urban village of Shennong Town","China","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465421","August 28, 2026","2026-08-31T10:00:40.037Z"
"Banque Mondiale","All in one bid for Construction of 1 No Jhora Water Management System including supply of all materials
at Mouza-Lingshey Khasmahal  in the district of Kalimpong under DPMU, Kalimpong,WBADMIP","India","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465422","August 28, 2026","2026-08-31T10:00:40.037Z"
"Banque Mondiale","All in one bid for Construction of 1 No Jhora Water Management System including supply of all materials
at Mouza- Maria Khasmahal  in the district of Kalimpong under DPMU, Kalimpong,WBADMIP","India","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465423","August 28, 2026","2026-08-31T10:00:40.038Z"
"Banque Mondiale","Provision of improved seeds for Demonstration","Eastern and Southern Africa","https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00465424","August 28, 2026","2026-08-31T10:00:40.038Z"
"BAD - Banque Africaine de Développement","P-Z1-DB0-202","MULTINATIONAL NACALA ROAD CORRIDOR DEVELOPMENT PROJECT PHASE V - MALAWI","https://www.afdb.org/en/projects-and-operations/p-z1-db0-202","19-Jun-2019","2026-08-31T10:00:53.978Z"
"BAD - Banque Africaine de Développement","P-LS-E00-007","CLIMATE CHANGE ADAPTATION FOR SUSTAINABLE RURAL WATER SUPPLY IN LOWLANDS LESOTHO","https://www.afdb.org/en/projects-and-operations/p-ls-e00-007","30-May-2019","2026-08-31T10:00:53.978Z"
"BAD - Banque Africaine de Développement","P-GA-E00-001","PROGRAMME INTÉGRÉ D'ALIMENTATION EN EAU POTABLE ET ASSAINISSEMENT DE LIBREVILLE SOUS-PROGRAMME 1","https://www.afdb.org/en/projects-and-operations/p-ga-e00-001","10-Jan-2019","2026-08-31T10:00:53.978Z"
"BAD - Banque Africaine de Développement","P-DZ-KF0-003","APPUI GOUVERNANCE ENTREPRISES PUBLIQUES ET DES PARTICIPATIONS DE L'ETAT","https://www.afdb.org/en/projects-and-operations/p-dz-kf0-003","18-Dec-2018","2026-08-31T10:00:53.979Z"
"BAD - Banque Africaine de Développement","P-UG-EB0-007","PREPARATION OF FEASIBILITY STUDIES AND DETAILED DESIGNS FOR FAECAL SLUDGE SERVICE CHAIN MANAGEMENT","https://www.afdb.org/en/projects-and-operations/p-ug-eb0-007","18-Dec-2018","2026-08-31T10:00:53.980Z"
"BAD - Banque Africaine de Développement","P-SD-AAZ-009","DAL GROUP CO LTD(FOOD AND AGRICULTURAL INVESTMENT PROGRAMME)","https://www.afdb.org/en/projects-and-operations/p-sd-aaz-009","14-Dec-2018","2026-08-31T10:00:53.980Z"
"BAD - Banque Africaine de Développement","P-LR-HAB-002","TRADE FINANCE LINE OF CREDIT INTERNATIONAL BANK LIBERIA LIMITED","https://www.afdb.org/en/projects-and-operations/p-lr-hab-002","14-Dec-2018","2026-08-31T10:00:53.980Z"
"BAD - Banque Africaine de Développement","P-LR-HAB-001","TRADE FINANCE LINE OF CREDIT LIBERIAN BANK FOR DEVELOPMENT AND INVESTMENT","https://www.afdb.org/en/projects-and-operations/p-lr-hab-001","14-Dec-2018","2026-08-31T10:00:53.981Z"
"BAD - Banque Africaine de Développement","P-Z1-FA0-162","SUPPLEMENTARY FINANCING : ETHIOPIA - KENYA ELECTRICITY HIGHWAY (KENYA)","https://www.afdb.org/en/projects-and-operations/p-z1-fa0-162","14-Dec-2018","2026-08-31T10:00:53.981Z"
"BAD - Banque Africaine de Développement","P-Z1-F00-077","NELSAP BURUNDI – RWANDA INTERCONNECTION","https://www.afdb.org/en/projects-and-operations/p-z1-f00-077","14-Dec-2018","2026-08-31T10:00:53.981Z"
"BAD - Banque Africaine de Développement","P-Z1-DD0-022","STUDIES AND PPP STRUCTURING FOR THE CONSTRUCTION OF SÃO TOMÉ DEEP SEA TRANSSHIPMENT PORT","https://www.afdb.org/en/projects-and-operations/p-z1-dd0-022","14-Dec-2018","2026-08-31T10:00:53.981Z"
"BAD - Banque Africaine de Développement","P-Z1-DD0-021","FEASIBILITY STUDY OF A DEEP SEA PORT IN THE NORTH-WEST REGION OF THE REPUBLIC OF GUINEA","https://www.afdb.org/en/projects-and-operations/p-z1-dd0-021","14-Dec-2018","2026-08-31T10:00:53.982Z"
"BAD - Banque Africaine de Développement","P-Z1-DD0-020","FEASIBILITY STUDY OF THE DEEP SEA PORT IN GUINEA-BISSAU","https://www.afdb.org/en/projects-and-operations/p-z1-dd0-020","14-Dec-2018","2026-08-31T10:00:53.982Z"
"BAD - Banque Africaine de Développement","P-RW-E00-012","RWANDA SUSTAINABLE WATER SUPPLY AND SANITATION PROGRAM ADDITIONAL FINANCING","https://www.afdb.org/en/projects-and-operations/p-rw-e00-012","14-Dec-2018","2026-08-31T10:00:53.982Z"
"BAD - Banque Africaine de Développement","P-NG-KA0-004","NIGERIA - AFRICAN TRADE INSURANCE (ATI) COUNTRY MEMBERSHIP PROGRAMME","https://www.afdb.org/en/projects-and-operations/p-ng-ka0-004","14-Dec-2018","2026-08-31T10:00:53.983Z"
"BAD - Banque Africaine de Développement","P-NG-IA0-006","ADDITIONAL LOAN TO IBSDLIEP FOR THE COMPLETION OF FSTC LASSA BORNO STATE","https://www.afdb.org/en/projects-and-operations/p-ng-ia0-006","14-Dec-2018","2026-08-31T10:00:53.983Z"
"BAD - Banque Africaine de Développement","P-NG-AZ0-001","SAY NO TO FAMINE FOR NIGERIA","https://www.afdb.org/en/projects-and-operations/p-ng-az0-001","14-Dec-2018","2026-08-31T10:00:53.983Z"
"BAD - Banque Africaine de Développement","P-GA-DD0-002","GSEZ PORT PROJECT","https://www.afdb.org/en/projects-and-operations/p-ga-dd0-002","14-Dec-2018","2026-08-31T10:00:53.984Z"
"BAD - Banque Africaine de Développement","P-BF-FA0-010","PROGRAMME DESERT TO POWER - PROJET YELEEN D'ELECTRIFICATION RURALE","https://www.afdb.org/en/projects-and-operations/p-bf-fa0-010","14-Dec-2018","2026-08-31T10:00:53.984Z"
"BAD - Banque Africaine de Développement","P-TD-AA0-024","PROJET RENFORCEMENT DE LA RÉSILIENCE POUR LA SÉCURITÉ ALIMENTAIRE P2RS - GEF","https://www.afdb.org/en/projects-and-operations/p-td-aa0-024","14-Dec-2018","2026-08-31T10:00:53.984Z"
"Union Européenne","Latest news","Sustainable and trusted connections that work for people and the planet","https://ec.europa.eu/international-partnerships/funding-and-tenders_en","","2026-08-31T10:00:58.952Z"
"PNUD Sénégal","M. Njoya Tikum, Représentant Résident du PNUD au Sénégal, présente ses lettres d'accréditation à S.E. Mme Aissata Tall Sall, Ministre des Affaires Etrangères et des Sénégalais de l'Extérieur","","https://www.sn.undp.org/fr/senegal/actualites/m-njoya-tikum-representant-resident-du-pnud-au-senegal-presente-ses-lettres-daccreditation-se-mme-aissata-tall-sall-ministre-des","","2026-08-31T10:01:19.557Z"
"PNUD Sénégal","M. Njoya Tikum, Représentant Résident du PNUD au Sénégal, présente ses lettres d'accréditation à S.E. Mme Aissata Tall Sall, Ministre des Affaires Etrangères et des Sénégalais de l'Extérieur","","https://www.sn.undp.org/fr/senegal/actualites/m-njoya-tikum-representant-resident-du-pnud-au-senegal-presente-ses-lettres-daccreditation-se-mme-aissata-tall-sall-ministre-des","","2026-08-31T10:01:19.557Z"
"PNUD Sénégal","M. Njoya Tikum, Représentant Résident du PNUD au Sénégal, présente ses lettres d'accréditation à S.E. Mme Aissata Tall Sall, Ministre des Affaires Etrangères et des Sénégalais de l'Extérieur","","https://www.sn.undp.org/fr/senegal/actualites/m-njoya-tikum-representant-resident-du-pnud-au-senegal-presente-ses-lettres-daccreditation-se-mme-aissata-tall-sall-ministre-des","","2026-08-31T10:01:19.557Z"
"PNUD Sénégal","M. Njoya Tikum, Représentant Résident du PNUD au Sénégal, présente ses lettres d'accréditation à S.E. Mme Aissata Tall Sall, Ministre des Affaires Etrangères et des Sénégalais de l'Extérieur","","https://www.sn.undp.org/fr/senegal/actualites/m-njoya-tikum-representant-resident-du-pnud-au-senegal-presente-ses-lettres-daccreditation-se-mme-aissata-tall-sall-ministre-des","","2026-08-31T10:01:19.558Z"
"PNUD Sénégal","PNUD Sénégal | Rapport Annuel 2025","Ce rapport illustre les résultats obtenus dans nos principaux domaines d’intervention : la gouvernance démocratique, la transition écologique, l’autonomisation économique, la réduction de la pauvreté et le renforcement des capacités institutionnelles. Il témoigne aussi de notre intention de continuer à innover, à apprendre des expériences du terrain et à adapter notre approche pour répondre aux besoins émergents.","https://www.undp.org/fr/senegal/publications/rapport-annuel-senegal-2025","","2026-08-31T10:01:19.558Z"
"PNUD Sénégal","PNUD Sénégal | Rapport Annuel 2025","Ce rapport illustre les résultats obtenus dans nos principaux domaines d’intervention : la gouvernance démocratique, la transition écologique, l’autonomisation économique, la réduction de la pauvreté et le renforcement des capacités institutionnelles. Il témoigne aussi de notre intention de continuer à innover, à apprendre des expériences du terrain et à adapter notre approche pour répondre aux besoins émergents.","https://www.undp.org/fr/senegal/publications/rapport-annuel-senegal-2025","","2026-08-31T10:01:19.558Z"
"PNUD Sénégal","PNUD Sénégal | Rapport Annuel 2025","Ce rapport illustre les résultats obtenus dans nos principaux domaines d’intervention : la gouvernance démocratique, la transition écologique, l’autonomisation économique, la réduction de la pauvreté et le renforcement des capacités institutionnelles. Il témoigne aussi de notre intention de continuer à innover, à apprendre des expériences du terrain et à adapter notre approche pour répondre aux besoins émergents.","https://www.undp.org/fr/senegal/publications/rapport-annuel-senegal-2025","","2026-08-31T10:01:19.558Z"
"PNUD Sénégal","PNUD Sénégal | Rapport Annuel 2025","Ce rapport illustre les résultats obtenus dans nos principaux domaines d’intervention : la gouvernance démocratique, la transition écologique, l’autonomisation économique, la réduction de la pauvreté et le renforcement des capacités institutionnelles. Il témoigne aussi de notre intention de continuer à innover, à apprendre des expériences du terrain et à adapter notre approche pour répondre aux besoins émergents.","https://www.undp.org/fr/senegal/publications/rapport-annuel-senegal-2025","","2026-08-31T10:01:19.558Z"
"PNUD Sénégal","1,6 Millions","","https://www.sn.undp.org/","","2026-08-31T10:01:19.559Z"
"GIZ Sénégal","Information about our data","The current data version is dated December 31, 2025. The data is usually available in German and English. The project portal is divided into various levels that structure the different data and content: a supraregional level with information about all GIZ projects along with a continent and a country level. In addition, you can find individual project pages with detailed information about the projects.","https://www.govdata.de/dl-de/by-2-0","","2026-08-31T10:01:24.332Z"
"USAID","Notice to Potential Bidders for Open solicitations for products and services for the U.S. Mission in Senegal:","","https://sn.usembassy.gov/author/missionsn/","","2026-08-31T10:01:39.691Z"
"USAID","U.S. Embassy in Senegal","","https://sn.usembassy.gov/","","2026-08-31T10:01:39.692Z"
